80, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 80643324939, 81960909291, 19567, 20210, 11773214, 12355740
80, 46, true, false, 80000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 161280205061, 162640166177, 24471, 27830, 15483834, 18137374
80, 46, true, false, 160000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 322560195869, 323680125659, 30066, 31394, 20239938, 21303994
80, 46, true, false, 320000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 645120485858, 645760179446, 34564, 37349, 24046358, 26374444
80, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 16, 0.010000, 1290240357109, 1291520288816, 41109, 42892, 30210678, 31449822
160, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 41980136354, 48320137167, 32845, 34196, 19148966, 20499336
160, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 83320117169, 84400156217, 35715, 36455, 22213864, 22883792
160, 46, true, false, 80000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 166400188358, 167680374765, 39206, 40805, 26109474, 27736142
160, 46, true, false, 160000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 332800160719, 335362002556, 47423, 50876, 35165474, 38937364
160, 46, true, false, 320000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 665602341842, 665923586518, 70006, 71218, 60152022, 61186154
160, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1331201299869, 1331216807388, 75452, 79326, 64012184, 68254158
250, 46, true, false, 20000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 41920112633, 47460131689, 26539, 33530, 15050462, 19399752
250, 46, true, false, 40000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 83520104393, 87360150496, 45677, 49093, 28913270, 31753352
250, 46, true, false, 80000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 166400280545, 167600173592, 57774, 58566, 39925454, 41258592
250, 46, true, false, 160000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 332800158115, 334400137802, 65830, 74956, 52231666, 63470338
250, 46, true, false, 320000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 665600155248, 667520138628, 99089, 105707, 96961194, 105942070
250, 46, true, true, 640000000, 2, 0.010000, 0.010000, 2, 18, 0.010000, 1331200626871, 1331840116277, 113084, 117817, 122270602, 129104314
